time;msd;einstein_diffusion;velocity_autocorrelation;green_kubo_diffusion
0.005;0.0;0.0;4.508826731091512;0.007514711218485854
0.01;0.00011293048404791979;0.0018821747341319964;4.492163889458601;0.015001651034250189
0.015;0.0004508812570967349;0.005009791745519277;4.4427318484462575;0.02240620411499395
0.02;0.0010113588602409125;0.008427990502007605;4.362130856312728;0.0296764222088485
0.025;0.0017902994368212465;0.01193532957880831;4.252855538773941;0.036764514773471736
0.03;0.002782196786252834;0.015456648812515744;4.118081276267319;0.0436279835672506
0.035;0.003980264513422983;0.01895364054010944;3.961429037031098;0.050230365295635765
0.04;0.005376619881051029;0.02240258283771262;3.786741755573535;0.05654160155492499
0.045;0.006962478134929471;0.025786956055294335;3.597893017580607;0.06253808991755934
0.05;0.008728347923179017;0.02909449307726339;3.398636728039572;0.06820248446429196
0.055;0.010664220219258029;0.03231581884623645;3.1924984486100185;0.07352331521197532
0.06;0.012759745337368561;0.035443737048246;2.98270356995837;0.0784944878285726
0.065;0.015004394662262319;0.038472806826313634;2.772135302656035;0.08311471333299933
0.07;0.017387605083501102;0.041399059722621666;2.563315749617597;0.08738690624902866
0.075;0.01989890511837516;0.0442197891519448;2.358404665099832;0.09131758069086171
0.08;0.02252802256313869;0.04693338033987227;2.1592109864377305;0.09491626566825792
0.085;0.025264974410851557;0.04953916551147364;1.9672130561721222;0.09819495409521145
0.09;0.028100140169969142;0.052037296611053975;1.783584209785013;0.10116759444485314
0.095;0.031024320024374778;0.05442863162171014;1.6092212744387318;0.10384962990225102
0.1;0.03402877961013787;0.05671463268356312;1.4447739272065592;0.10625758644759528
0.105;0.03710528300481531;0.05889727461081796;1.2906736262281142;0.10840870915797547
0.11;0.040246114977827756;0.06097896208761781;1.1471614603571718;0.11032064492523742
0.115;0.043444093544775506;0.06296245441271812;1.014314423320957;0.11201116896410568
0.12;0.04669257408262257;0.0648507973369758;0.8920695033891541;0.11349795146975426
0.125;0.04998544644307024;0.06664726192409366;0.7802453339101496;0.11479836035960451
0.13;0.05331712619919862;0.0683552899989726;0.6785617631504355;0.1159292966315219
0.135;0.05668254071594297;0.06997844532832465;0.5866578716673156;0.11690705975096743
0.14;0.060077110616437474;0.07152036978147318;0.504108801326503;0.1177472410865116
0.145;0.06349672754635977;0.07298474430616066;0.43044105861298665;0.11846464285086658
0.15;0.06693772956818993;0.07437525507576659;0.36514602645582683;0.1190732195616263
0.155;0.0703968750508003;0.07569556457075301;0.30769158538766483;0.11958603887060573
0.16;0.07387131556591398;0.07694928704782705;0.2575320845506844;0.12001525901152355
0.165;0.07735856807734512;0.07813996775489405;0.21411680603325994;0.12037212035491231
0.17;0.08085648688455495;0.07927106557309307;0.176897155921035;0.12066694894811403
0.17500000000000002;0.08436323552090659;0.08034593859133961;0.14533262031506206;0.12090916998197246
0.18;0.08787725888943564;0.081367832305033;0.1188956175713632;0.1211073293445914
0.185;0.09139725603480503;0.08233987030162615;0.0970753731488511;0.12126912163317281
0.19;0.09492215354977249;0.08326504697348465;0.07938110794135769;0.12140142347974174
0.195;0.09845107960266199;0.08414622188261707;0.06534483102625044;0.12151033153145216
0.2;0.10198333917689946;0.08498611598074955;0.054523810784836785;0.12160120454942688
0.20500000000000002;0.1055183912616295;0.08578730996880447;0.04650261962514911;0.1216787089154688
0.21;0.10905582910122937;0.08655224531843601;0.04089455724998872;0.12174686651088544
0.215;0.1125953629433627;0.08728322708787806;0.03734239874077951;0.12180910384212007
0.22;0.11613680417894945;0.08798242740829502;0.03551857378989182;0.12186830146510322
0.225;0.1196800501473441;0.08865188899803267;0.035125017471853405;0.12192684316088964
0.23;0.12322506973787611;0.0892935287955624;0.03589269286306112;0.12198666431566141
0.23500000000000001;0.12677188983442825;0.08990914172654485;0.03758082657939368;0.12204929902662706
0.24;0.1303205829669752;0.09050040483817723;0.03997575641240594;0.12211592528731441
0.245;0.13387125620128962;0.09106888176958478;0.04288956127391267;0.12218740788943759
0.25;0.13742404137554717;0.09161602758369812;0.046158514161469585;0.12226433874637338
0.255;0.14097908687126523;0.09214319403350668;0.049641572325615786;0.1223470747002494
0.26;0.14453655083331063;0.0926516351495581;0.053218907936832247;0.12243577288014412
0.265;0.14809659561639765;0.09314251296628782;0.056790669247638675;0.12253042399555686
0.27;0.1516593833607505;0.09361690330910524;0.06027577988896205;0.12263088362870513
0.275;0.1552250726768447;0.09407580162233012;0.06361067561911203;0.12273690142140364
0.28;0.15879381617565388;0.09452012867598444;0.06674767379176226;0.12284814754438991
0.28500000000000003;0.16236575831366604;0.09495073585594505;0.0696531423989084;0.12296423611505476
0.29;0.1659410332280865;0.09536840990119914;0.07230548507153373;0.12308474525684066
0.295;0.16951976273958902;0.0957738772540051;0.07469318517373895;0.12320923389879689
0.3;0.17310205492734584;0.09616780829296992;0.07681289683433065;0.12333725539352076
0.305;0.1766880037289943;0.09655082170983295;0.07866778668401654;0.12346836837132746
0.31;0.1802776895270563;0.09692348899304103;0.08026597790411645;0.12360214500116766
0.315;0.18387118042609124;0.09728633884978373;0.08161913465875077;0.12373817689226557
0.32;0.1874685337007847;0.09763986130249203;0.08274098187859134;0.1238760785287299
0.325;0.19106979672009902;0.09798451113851232;0.0836459704944183;0.12401548847955392
0.33;0.19467500712581912;0.0983207106696056;0.08434821618144614;0.12415606883985633
0.335;0.1982841922992479;0.09864885189017307;0.08486091391466506;0.12429750369638078
0.34;0.20189736861065263;0.0989692983385552;0.08519626854593;0.12443949747729066
0.34500000000000003;0.20551454173200537;0.0992823873101475;0.08536585956318371;0.12458177390989597
