time;msd;einstein_diffusion;velocity_autocorrelation;green_kubo_diffusion
0.005;0.0;0.0;6.892621;0.011487702
0.01;0.0001727288;0.0028788135;6.859952;0.022920955
0.015;0.00068926165;0.007658463;6.76346;0.03419339
0.02;0.0015447192;0.0128726605;6.6075253;0.045205932
0.025;0.002731218;0.01820812;6.3987436;0.055870503
0.03;0.0042382213;0.023545675;6.145221;0.06611254
0.035;0.006052927;0.028823463;5.855731;0.07587209
0.04;0.008160769;0.034003206;5.5391407;0.08510399
0.045;0.010545798;0.039058506;5.203858;0.09377709
0.05;0.013191164;0.043970548;4.857579;0.101873055
0.055;0.016079474;0.04872568;4.5070786;0.10938485
0.06;0.019193118;0.053314216;4.1581655;0.11631513
0.065;0.02251463;0.05772982;3.815674;0.122674584
0.07;0.026026787;0.061968543;3.4835126;0.12848043
0.075;0.029712912;0.066028684;3.1647613;0.13375504
0.08;0.03355719;0.06991082;2.8617387;0.1385246
0.085;0.03754431;0.073616296;2.5761209;0.14281814
0.09;0.04165995;0.07714805;2.30901;0.1466665
0.095;0.045890827;0.08051022;2.061037;0.15010156
0.1;0.050224584;0.08370764;1.8324205;0.15315558
0.105;0.054649644;0.08674547;1.6230633;0.15586069
0.11;0.05915555;0.08962962;1.4325901;0.15824834
0.115;0.06373307;0.09236676;1.2604162;0.16034904
0.12;0.068373315;0.09496294;1.1057991;0.16219203
0.125;0.073068604;0.097424805;0.96786416;0.16380514
0.13;0.07781196;0.09975892;0.8456446;0.16521455
0.135;0.08259761;0.101972364;0.7381168;0.16644475
0.14;0.08741984;0.10407123;0.64421386;0.16751844
0.145;0.09227407;0.10606215;0.5628567;0.16845652
0.15;0.09715613;0.107951246;0.49296236;0.16927813
0.155;0.1020627;0.10974484;0.43346262;0.17000057
0.16;0.10699068;0.11144863;0.38331425;0.17063943
0.165;0.11193755;0.11306824;0.3415109;0.1712086
0.17;0.11690125;0.11460907;0.3070897;0.17172043
0.175;0.12188027;0.11607645;0.27914125;0.17218566
