temperature;pressure;system_kinetic_energy;potential_energy;total_energy;virial;msd;diffusion
2.815871;4.76122;5819.6084;-4861.0625;958.546;14617.943;0.00021092445;0.0070308154
2.855989;4.8143497;5905.89;-4844.3013;1061.5886;14738.381;0.00084694894;0.014115815
2.8998492;4.862724;5999.215;-4833.1504;1166.0643;14818.505;0.001910475;0.0212275
2.9467869;4.906825;6098.9805;-4826.9346;1272.046;14862.182;0.003400277;0.028335642
2.9969945;4.945298;6206.848;-4827.291;1379.557;14858.619;0.005312013;0.03541342
3.0518117;4.9755974;6325.184;-4837.3105;1487.8737;14789.042;0.0076393276;0.04244071
3.1119187;4.9998283;6452.2153;-4854.835;1597.3805;14668.606;0.010375128;0.04940537
3.1747754;5.0246787;6579.3516;-4872.084;1707.2675;14551.381;0.013511873;0.05629947
3.2348921;5.0608306;6695.146;-4876.2354;1818.9106;14519.161;0.0170402;0.06311185
3.2871625;5.113348;6792.9053;-4861.717;1931.1886;14613.265;0.020946676;0.06982225
3.3304791;5.1800036;6874.9736;-4831.1787;2043.7947;14816.722;0.025212683;0.07640207
3.3679328;5.2537193;6948.592;-4793.0767;2155.515;15076.013;0.029815847;0.082821794
3.4029448;5.3300095;7020.285;-4752.447;2267.8386;15353.35;0.034732703;0.08905821
3.438641;5.400296;7098.9487;-4719.419;2379.5298;15583.639;0.039940238;0.095095806
3.4804156;5.4572973;7193.712;-4703.1772;2490.5347;15708.463;0.0454183;0.10092956
3.5310183;5.501759;7303.9814;-4702.2314;2601.75;15733.12;0.05115256;0.10656784
3.5872958;5.542697;7420.946;-4706.356;2714.59;15724.956;0.057134144;0.112027735
3.644416;5.5869203;7536.511;-4707.0596;2829.4517;15737.707;0.0633563;0.11732649
3.6996634;5.6356807;7648.7163;-4703.9756;2944.7407;15782.201;0.06981147;0.122476265
3.7537336;5.687059;7759.1475;-4699.618;3059.529;15844.681;0.07649047;0.12748413
3.8069034;5.744643;7864.205;-4689.968;3174.237;15952.132;0.08338431;0.13235605
3.8553603;5.818844;7953.2334;-4662.637;3290.596;16183.274;0.09048421;0.13709728
3.8932345;5.915502;8018.2363;-4611.046;3407.1904;16586.318;0.097778305;0.14170769
3.91944;6.0290647;8065.858;-4541.3394;3524.5183;17117.352;0.10524924;0.1461795
3.941293;6.1424866;8114.6597;-4473.04;3641.6196;17645.246;0.112878;0.15050401
3.9681375;6.244379;8177.5024;-4419.369;3758.1335;18081.479;0.120651186;0.15468101
4.002577;6.3340907;8254.093;-4380.8623;3873.231;18423.04;0.12856416;0.1587212
