temperature;pressure;kinetic_energy;potential_energy;total_energy;virial;msd;diffusion
1.5079253;2.082921;3098.6572;-5504.2124;-2405.5552;5289.5723;0.0;0.0
1.5092311;2.0801785;3100.5776;-5506.0264;-2405.4487;5270.6064;0.0;0.0
1.5099195;2.077467;3102.678;-5507.9175;-2405.2395;5251.4526;0.0;0.0
1.5113918;2.0728595;3107.4084;-5512.615;-2405.2068;5216.582;0.0;0.0
1.5144771;2.0659497;3114.8267;-5520.2017;-2405.375;5163.64;0.0;0.0
1.5183781;2.059631;3122.06;-5527.712;-2405.6519;5114.3267;0.0;0.0
1.5212588;2.0564892;3125.6404;-5531.366;-2405.7258;5089.84;0.0;0.0
1.5217323;2.0584733;3123.8188;-5529.555;-2405.7363;5104.424;0.0;0.0
1.5195075;2.0652037;3116.831;-5522.458;-2405.627;5155.5166;0.0;0.0
1.5150461;2.075362;3105.8406;-5511.455;-2405.6145;5233.518;0.0;0.0
1.5089628;2.0878983;3092.0918;-5497.642;-2405.5503;5330.1514;0.0;0.0
1.5018616;2.1012573;3077.2375;-5482.6577;-2405.4202;5433.532;0.0;0.0
1.4947693;2.1134074;3064.0254;-5469.1025;-2405.0771;5526.962;0.0;0.0
1.4892844;2.1207108;3055.7803;-5460.802;-2405.0215;5583.729;0.0;0.0
1.4869162;2.1212678;3054.5488;-5459.623;-2405.0742;5589.2637;0.0;0.0
1.4880693;2.1156096;3059.7852;-5465.02;-2405.2349;5547.5874;0.0;0.0
1.4918478;2.106039;3068.8936;-5474.373;-2405.4795;5476.591;0.0;0.0
1.4967264;2.0951145;3078.8694;-5484.4756;-2405.6062;5396.392;0.0;0.0
1.5014066;2.0849442;3087.832;-5493.3555;-2405.5234;5322.3804;0.0;0.0
1.5053906;2.0751586;3095.4895;-5501.0273;-2405.5378;5253.099;0.0;0.0
1.5088189;2.0664244;3102.046;-5507.567;-2405.521;5191.8184;0.0;0.0
1.5116801;2.0583036;3107.2449;-5512.7915;-2405.5466;5136.6367;0.0;0.0
1.5138018;2.0504794;3111.3145;-5516.6978;-2405.3833;5085.348;0.0;0.0
1.5156422;2.0425935;3115.7456;-5520.99;-2405.2446;5032.9976;0.0;0.0
1.5181274;2.0329323;3122.1343;-5527.3057;-2405.1714;4966.9404;0.0;0.0
1.521804;2.0212605;3130.772;-5535.999;-2405.227;4885.2974;0.0;0.0
1.526408;2.0091941;3140.5012;-5545.879;-2405.3777;4799.295;0.0;0.0
1.5311236;1.9983069;3149.4072;-5554.8906;-2405.4834;4721.442;0.0;0.0
