temperature;pressure;kinetic_energy;potential_energy;total_energy;virial;msd;diffusion
0.9997326;0.8597834;2050.4058;-6047.3574;-3996.9517;640.71924;0.0;0.0
0.99953496;0.8711987;2049.8013;-6039.1274;-3989.3262;704.8815;0.0;0.0
0.9994722;0.88282216;2049.6836;-6030.848;-3981.1646;769.2178;0.0;0.0
0.99950475;0.8943557;2049.933;-6022.801;-3972.8677;832.32385;0.0;0.0
0.9996218;0.9050447;2050.5837;-6015.371;-3964.7874;889.9701;0.0;0.0
0.9998579;0.9142985;2051.8096;-6009.1367;-3957.3271;938.5513;0.0;0.0
1.0002632;0.92108613;2053.8345;-6004.934;-3951.0996;971.93414;0.0;0.0
1.0008882;0.924194;2056.7642;-6003.684;-3946.92;983.2138;0.0;0.0
1.0017155;0.9228423;2060.3865;-6006.05;-3945.6633;968.515;0.0;0.0
1.0026381;0.91666776;2064.1255;-6012.245;-3948.1196;926.98553;0.0;0.0
1.0034696;0.90644395;2067.1663;-6021.4067;-3954.2405;864.5218;0.0;0.0
1.004009;0.89325684;2068.8042;-6032.365;-3963.561;788.5216;0.0;0.0
1.0041425;0.8792512;2068.79;-6043.241;-3974.4512;711.31146;0.0;0.0
1.0038974;0.8667284;2067.3977;-6052.701;-3985.3035;645.03595;0.0;0.0
1.0033991;0.8565052;2065.1802;-6059.8936;-3994.7134;593.09204;0.0;0.0
1.002792;0.84935576;2062.6643;-6064.549;-4001.8845;558.696;0.0;0.0
1.0021778;0.84531325;2060.177;-6066.741;-4006.5642;541.377;0.0;0.0
1.0016075;0.84411114;2057.9185;-6066.593;-4008.6743;539.26447;0.0;0.0
1.001128;0.8452944;2056.1255;-6064.7056;-4008.58;549.37604;0.0;0.0
1.0008081;0.8477862;2055.1077;-6061.76;-4006.652;565.1532;0.0;0.0
1.0007241;0.8508004;2055.1475;-6058.878;-4003.7305;581.6963;0.0;0.0
1.0009195;0.8527889;2056.31;-6057.1187;-4000.8086;590.33746;0.0;0.0
1.0013583;0.85238016;2058.288;-6057.411;-3999.123;584.12726;0.0;0.0
1.0019062;0.84911585;2060.4548;-6059.8623;-3999.4075;561.79175;0.0;0.0
1.0023863;0.8431252;2062.12;-6064.081;-4001.961;525.42426;0.0;0.0
1.0026532;0.83627367;2062.796;-6068.9243;-4006.1284;486.28748;0.0;0.0
1.0026389;0.8290739;2062.3545;-6073.3447;-4010.9902;447.46512;0.0;0.0
1.0023706;0.8233567;2061.0059;-6076.3823;-4015.3765;418.63333;0.0;0.0
1.0019366;0.8197991;2059.102;-6077.494;-4018.392;402.82166;0.0;0.0
1.0014211;0.8190167;2056.949;-6076.419;-4019.47;402.81287;0.0;0.0
1.0008862;0.82088166;2054.7764;-6073.1895;-4018.413;417.44275;0.0;0.0
1.0003798;0.825462;2052.7793;-6067.967;-4015.1875;446.69647;0.0;0.0
0.99994886;0.8324573;2051.1528;-6061.112;-4009.959;488.52722;0.0;0.0
0.9996382;0.84078765;2050.061;-6053.18;-4003.1191;536.651;0.0;0.0
0.9994808;0.849757;2049.651;-6044.823;-3995.1724;586.93555;0.0;0.0
0.9995122;0.85864884;2050.067;-6036.878;-3986.811;635.1403;0.0;0.0
0.9997616;0.8657956;2051.4148;-6030.2637;-3978.8489;671.85736;0.0;0.0
1.0002387;0.8707022;2053.649;-6025.8604;-3972.2114;694.44806;0.0;0.0
1.0008937;0.87217796;2056.442;-6024.336;-3967.894;697.0003;0.0;0.0
1.001601;0.869839;2059.2043;-6025.6143;-3966.41;678.57684;0.0;0.0
1.0022023;0.86460894;2061.392;-6029.005;-3967.6128;645.3585;0.0;0.0
1.002611;0.85734797;2062.8066;-6033.8457;-3971.039;602.4865;0.0;0.0
1.0028387;0.84855646;2063.58;-6039.444;-3975.8638;552.45624;0.0;0.0
1.0029442;0.83937424;2063.888;-6045.3604;-3981.4724;501.2027;0.0;0.0
1.0029467;0.8300422;2063.7197;-6051.121;-3987.4014;450.07452;0.0;0.0
1.0028188;0.82142395;2062.9236;-6056.125;-3993.2014;404.13913;0.0;0.0
1.002518;0.8146715;2061.405;-6059.5557;-3998.1506;369.938;0.0;0.0
1.0020556;0.8101657;2059.314;-6060.858;-4001.544;349.27124;0.0;0.0
1.001511;0.80853254;2057.1882;-6059.9785;-4002.7903;344.5161;0.0;0.0
1.0010774;0.8090185;2055.8274;-6057.7524;-4001.925;349.91797;0.0;0.0
1.0009354;0.81031317;2055.8362;-6055.4443;-3999.6082;357.04028;0.0;0.0
1.0011582;0.81052035;2057.1863;-6054.634;-3997.4475;355.48257;0.0;0.0
1.001619;0.80862427;2059.19;-6055.885;-3996.6948;341.01862;0.0;0.0
1.0021001;0.8051233;2060.9785;-6058.872;-3997.8936;318.13458;0.0;0.0
1.0024087;0.80048734;2061.8115;-6062.7764;-4000.9648;290.90192;0.0;0.0
1.002399;0.79645056;2061.271;-6066.08;-4004.809;269.72092;0.0;0.0
1.002048;0.7945777;2059.4512;-6067.6084;-4008.1572;263.0323;0.0;0.0
1.0014541;0.79641706;2056.8887;-6066.463;-4009.5742;278.30078;0.0;0.0
1.0007935;0.8019747;2054.3076;-6062.723;-4008.4155;314.11243;0.0;0.0
1.000232;0.81045586;2052.2559;-6056.9395;-4004.6836;364.98758;0.0;0.0
0.9998486;0.82128006;2050.9204;-6049.8535;-3998.933;427.352;0.0;0.0
0.9996364;0.83374906;2050.1665;-6042.039;-3991.8726;497.62378;0.0;0.0
