x;y;z;v_x;v_y;v_z;a_x;a_y;a_z;L_x;L_y;L_z;particles_number;time
-5.252533;-5.534022;-5.9769955;-0.0036526937;-0.003485283;0.0052852673;-0.04973822;0.01733951;0.05102924;12.25;12.25;12.25;1372;199.9999999998906
-4.4917035;-4.7297387;-6.0316296;0.004634198;0.00085720414;0.00058749324;0.05623895;-0.010062025;-0.025426466;12.25;12.25;12.25;1372;199.9999999998906
-5.2055287;-4.7395277;-5.18943;-0.0002487249;-0.0023889851;0.001971254;-0.012614497;-0.058107946;-0.026096845;12.25;12.25;12.25;1372;199.9999999998906
-4.437955;-5.511774;-5.2465086;0.0023109247;0.0028485425;0.0022484583;0.028672257;0.0023726267;0.09929511;12.25;12.25;12.25;1372;199.9999999998906
-3.7192636;-5.503347;-6.090789;0.001965001;-0.00060150085;2.0766034e-05;0.015272933;0.031817406;-0.07462017;12.25;12.25;12.25;1372;199.9999999998906
-2.9532032;-4.6958747;-6.146661;-0.0033264079;0.0012005141;-0.004711856;-0.033145346;-0.12388017;0.051523868;12.25;12.25;12.25;1372;199.9999999998906
-3.6761832;-4.7071924;-5.3055835;0.0056016487;0.0011321153;-0.0013290459;-0.08286227;0.046461623;-0.0010218263;12.25;12.25;12.25;1372;199.9999999998906
-3.3844383;-5.749873;-5.076287;0.0024371487;-0.00022552496;-0.0030545415;0.035072047;-0.076566845;0.03672035;12.25;12.25;12.25;1372;199.9999999998906
-2.6643584;-5.73467;-5.9080157;-0.00010692654;-0.00018011486;-5.955431e-05;-0.001217405;0.0057606786;-0.09151574;12.25;12.25;12.25;1372;199.9999999998906
-1.9093704;-4.9240303;-5.9427657;-0.004873327;0.0022851888;-0.0030929977;0.086035304;-0.047133945;0.035981882;12.25;12.25;12.25;1372;199.9999999998906
-2.631917;-4.9423165;-5.1190395;0.00010010655;-0.0021438578;0.002605184;-0.00044664743;0.05070976;-0.07813676;12.25;12.25;12.25;1372;199.9999999998906
-1.8550415;-5.7095823;-5.177387;0.0023828342;-0.00227769;0.0005209245;0.024966793;-0.070151225;-0.011313454;12.25;12.25;12.25;1372;199.9999999998906
-1.1193354;-5.6787004;-6.0009074;-0.006094422;0.004654463;0.0066057104;0.031594243;0.039288454;0.09512419;12.25;12.25;12.25;1372;199.9999999998906
-0.35910788;-4.8662634;-5.997625;0.0033933856;0.00018055827;0.0018254643;0.017402263;-0.02313685;-0.06861814;12.25;12.25;12.25;1372;199.9999999998906
-1.1014533;-4.908461;-5.194819;-0.0006954096;-0.0006743655;0.0007261586;0.035344392;0.052216735;-0.10960583;12.25;12.25;12.25;1372;199.9999999998906
-0.30346823;-5.650044;-5.250998;0.0012761238;0.001557229;-0.0075591533;-0.009303635;-0.067576736;0.041423067;12.25;12.25;12.25;1372;199.9999999998906
0.46174896;-5.586666;-6.050969;0.0018077142;-0.0036626433;-0.003300339;-0.053208087;-0.02504223;0.031483058;12.25;12.25;12.25;1372;199.9999999998906
2.809182;-4.6314735;-6.0904236;-0.0010937033;-1.2991863e-05;0.0045425035;-0.059784837;0.055425808;-0.05014008;12.25;12.25;12.25;1372;199.9999999998906
0.46621332;-4.8399444;-5.2596316;-8.421057e-05;0.0029704939;6.901518e-05;-0.029450292;-0.017482413;0.08362919;12.25;12.25;12.25;1372;199.9999999998906
