temperature;pressure;kinetic_energy;potential_energy;total_energy;virial;msd;diffusion
1.324292e-05;-0.47061852;0.034807753;-9019.463;-9019.428;-2595.435;0.0;0.0
1.3220013e-05;-0.47064283;0.03470033;-9019.49;-9019.455;-2595.569;0.0;0.0
1.3196682e-05;-0.47061998;0.03459374;-9019.508;-9019.474;-2595.4429;0.0;0.0
1.31741335e-05;-0.47057703;0.03448958;-9019.527;-9019.493;-2595.2058;0.0;0.0
1.3151792e-05;-0.47057757;0.03438919;-9019.55;-9019.516;-2595.2085;0.0;0.0
1.3130868e-05;-0.47055468;0.034293182;-9019.553;-9019.519;-2595.082;0.0;0.0
1.3110388e-05;-0.4705665;0.034200747;-9019.578;-9019.544;-2595.1472;0.0;0.0
1.309095e-05;-0.4704974;0.034109697;-9019.586;-9019.552;-2594.7656;0.0;0.0
1.3071091e-05;-0.47047722;0.034019556;-9019.602;-9019.567;-2594.6543;0.0;0.0
1.3052012e-05;-0.47047698;0.033935744;-9019.615;-9019.581;-2594.6528;0.0;0.0
1.3034845e-05;-0.47050816;0.033856895;-9019.643;-9019.608;-2594.8247;0.0;0.0
1.30179005e-05;-0.47048864;0.03378047;-9019.655;-9019.621;-2594.7168;0.0;0.0
1.3001784e-05;-0.47045916;0.03370194;-9019.674;-9019.64;-2594.5542;0.0;0.0
1.2983925e-05;-0.4704466;0.033621114;-9019.684;-9019.65;-2594.4846;0.0;0.0
1.296678e-05;-0.47042972;0.03354402;-9019.707;-9019.674;-2594.3916;0.0;0.0
1.2950498e-05;-0.47043154;0.033475015;-9019.729;-9019.695;-2594.4011;0.0;0.0
1.29368555e-05;-0.47040865;0.03340711;-9019.746;-9019.713;-2594.275;0.0;0.0
1.2921039e-05;-0.47039625;0.033335607;-9019.762;-9019.729;-2594.2065;0.0;0.0
1.290581e-05;-0.4703311;0.033269197;-9019.77;-9019.736;-2593.847;0.0;0.0
1.2892213e-05;-0.47027487;0.03320711;-9019.775;-9019.742;-2593.5366;0.0;0.0
1.2878832e-05;-0.4702775;0.033143796;-9019.794;-9019.761;-2593.551;0.0;0.0
1.2864717e-05;-0.47029597;0.03307878;-9019.82;-9019.787;-2593.6528;0.0;0.0
1.2850575e-05;-0.47026822;0.03302011;-9019.832;-9019.799;-2593.4998;0.0;0.0
1.2839172e-05;-0.47025284;0.03296628;-9019.852;-9019.818;-2593.4148;0.0;0.0
1.282715e-05;-0.4702379;0.032908678;-9019.863;-9019.83;-2593.3323;0.0;0.0
1.2814115e-05;-0.47019938;0.03285003;-9019.873;-9019.84;-2593.1196;0.0;0.0
1.28016245e-05;-0.4701695;0.032791797;-9019.887;-9019.854;-2592.955;0.0;0.0
1.2788769e-05;-0.47012883;0.032735683;-9019.902;-9019.869;-2592.7305;0.0;0.0
1.2777172e-05;-0.47013053;0.032683853;-9019.923;-9019.891;-2592.7397;0.0;0.0
1.2766157e-05;-0.4701304;0.032632258;-9019.934;-9019.901;-2592.739;0.0;0.0
1.275469e-05;-0.4700763;0.03258106;-9019.946;-9019.914;-2592.4404;0.0;0.0
1.2743825e-05;-0.47004133;0.0325306;-9019.963;-9019.931;-2592.2476;0.0;0.0
1.2732686e-05;-0.4699923;0.03248306;-9019.975;-9019.942;-2591.977;0.0;0.0
1.2723076e-05;-0.46994987;0.032440044;-9019.986;-9019.954;-2591.743;0.0;0.0
1.27138965e-05;-0.4699457;0.03239496;-9020.008;-9019.976;-2591.72;0.0;0.0
1.2703398e-05;-0.46993378;0.03234889;-9020.028;-9019.996;-2591.654;0.0;0.0
1.2693769e-05;-0.4698742;0.032306403;-9020.03;-9019.998;-2591.3254;0.0;0.0
1.2684828e-05;-0.46980366;0.03226147;-9020.033;-9020.001;-2590.9363;0.0;0.0
1.2674146e-05;-0.46981862;0.032213997;-9020.062;-9020.029;-2591.0186;0.0;0.0
1.2664083e-05;-0.46976563;0.03217002;-9020.069;-9020.037;-2590.7263;0.0;0.0
1.2654905e-05;-0.4697811;0.032129593;-9020.087;-9020.055;-2590.8115;0.0;0.0
1.2646379e-05;-0.4697657;0.032090977;-9020.1;-9020.067;-2590.7266;0.0;0.0
1.2637989e-05;-0.4697219;0.032053277;-9020.119;-9020.087;-2590.485;0.0;0.0
1.2629873e-05;-0.46969292;0.03201284;-9020.133;-9020.101;-2590.325;0.0;0.0
1.2620292e-05;-0.46966588;0.03196966;-9020.152;-9020.12;-2590.1758;0.0;0.0
1.2610971e-05;-0.46962076;0.03193083;-9020.158;-9020.126;-2589.927;0.0;0.0
1.2603275e-05;-0.46959358;0.03189365;-9020.172;-9020.14;-2589.777;0.0;0.0
1.2594684e-05;-0.46959817;0.03185818;-9020.197;-9020.165;-2589.8022;0.0;0.0
1.2587733e-05;-0.46956;0.031823583;-9020.205;-9020.173;-2589.5918;0.0;0.0
1.2579526e-05;-0.46952188;0.03178624;-9020.214;-9020.182;-2589.3813;0.0;0.0
1.2571378e-05;-0.469531;0.031751737;-9020.229;-9020.196;-2589.4316;0.0;0.0
1.25643855e-05;-0.46950278;0.0317177;-9020.242;-9020.211;-2589.276;0.0;0.0
1.2556429e-05;-0.46946254;0.03168328;-9020.251;-9020.22;-2589.054;0.0;0.0
1.2549268e-05;-0.46943042;0.031651452;-9020.262;-9020.23;-2588.8767;0.0;0.0
1.254248e-05;-0.46942875;0.031620353;-9020.289;-9020.258;-2588.8674;0.0;0.0
1.253559e-05;-0.46939042;0.03158876;-9020.298;-9020.267;-2588.656;0.0;0.0
1.2528629e-05;-0.46936116;0.031555243;-9020.314;-9020.283;-2588.4946;0.0;0.0
1.2520867e-05;-0.46933737;0.03152238;-9020.324;-9020.293;-2588.3635;0.0;0.0
1.2514187e-05;-0.46927464;0.03149173;-9020.324;-9020.293;-2588.0173;0.0;0.0
1.2507402e-05;-0.46925822;0.031460967;-9020.346;-9020.314;-2587.9268;0.0;0.0
1.25006545e-05;-0.46922302;0.031431697;-9020.368;-9020.337;-2587.7324;0.0;0.0
1.2494523e-05;-0.4691889;0.031401586;-9020.379;-9020.348;-2587.5442;0.0;0.0
1.2487452e-05;-0.46912563;0.031369697;-9020.383;-9020.352;-2587.1953;0.0;0.0
1.2480504e-05;-0.46912476;0.031339504;-9020.398;-9020.367;-2587.1904;0.0;0.0
1.2474167e-05;-0.46911088;0.03131165;-9020.41;-9020.379;-2587.1138;0.0;0.0
1.2468242e-05;-0.46907955;0.03128311;-9020.428;-9020.396;-2586.9412;0.0;0.0
1.246161e-05;-0.46902427;0.031255625;-9020.4375;-9020.406;-2586.6362;0.0;0.0
1.2456133e-05;-0.46898067;0.03122983;-9020.447;-9020.416;-2586.3955;0.0;0.0
1.2450246e-05;-0.46897465;0.031202476;-9020.458;-9020.427;-2586.3623;0.0;0.0
1.2444092e-05;-0.46899456;0.031176155;-9020.4795;-9020.448;-2586.4722;0.0;0.0
1.2438697e-05;-0.46898857;0.031150676;-9020.498;-9020.467;-2586.439;0.0;0.0
