temperature;pressure;kinetic_energy;potential_energy;total_energy
0.0001000001;-5.87845270768441;0.0;-7985.806481980159;-7985.806481980159
1.8893070511879636e-36;-5.878527343327558;3.888193911344829e-33;-7985.806481980159;-7985.806481980159
0.00020000010000000013;-5.8783247877874905;0.41160020580000023;-7985.094620799177;-7984.6830205933775
0.000299905400515642;-5.87823380859139;0.6172053142611913;-7985.084550784178;-7984.467345469917
0.000399645564921425;-5.878156606700759;0.8224705726082926;-7985.107363756268;-7984.28489318366
0.0004992777144550184;-5.878059700714929;1.0275135363484278;-7985.115748958469;-7984.088235422121
0.0005988043550545865;-5.87796134202466;1.232339362702339;-7985.113532495854;-7983.881193133152
0.0006982257154552954;-5.877855742580996;1.4369485224069978;-7985.15268920808;-7983.715740685673
0.0007975449204440662;-5.877711975692215;1.6413474462738882;-7985.050605612566;-7983.409258166292
0.000896763051288665;-5.877568559480272;1.8455383595520727;-7985.04420591759;-7983.198667558038
0.0009958776931796789;-5.8774094698967225;2.049516292563779;-7985.076756137632;-7983.027239845069
0.0010948864613246046;-5.8772276310813565;2.253276337406036;-7985.091960702319;-7982.838684364913
0.001193793850094697;-5.877015862154051;2.456827743494886;-7984.962013326609;-7982.505185583114
0.001292605507270784;-5.876804682801557;2.6601821339632736;-7984.984751381542;-7982.324569247578
0.0013913133729880193;-5.8765610143322435;2.8633229216093437;-7984.971467959893;-7982.1081450382835
0.0014899183903832969;-5.876297701536182;3.066252047408825;-7984.9479459856975;-7981.881693938289
0.001588427258502675;-5.876000287140902;3.268983297998505;-7984.969411216571;-7981.700427918572
0.0016868380737814924;-5.875669288846345;3.471512755842311;-7984.902057454513;-7981.430544698671
0.0017851510939823581;-5.875303503500875;3.673840951415693;-7984.8222882636765;-7981.148447312261
0.0018833695866604754;-5.874928590796943;3.8759746093472587;-7984.8449358730395;-7980.968961263692
0.001981490591534257;-5.8744949256687935;4.077907637377502;-7984.742598445066;-7980.664690807688
0.0020795163718950755;-5.87404239094287;4.279644693360066;-7984.75771225405;-7980.47806756069
0.0021774471186226958;-5.873542628164516;4.481186170125508;-7984.658480848002;-7980.1772946778765
0.0022752825094651337;-5.873002394421315;4.682531404479245;-7984.631999862294;-7979.949468457815
0.0023730286300159453;-5.872431054286997;4.883692920572816;-7984.563162967118;-7979.679470046545
0.0024706840571317784;-5.871815727182433;5.0846677895772;-7984.501005234734;-7979.416337445157
0.0025682489312649033;-5.87113759081882;5.285456300543171;-7984.409239191108;-7979.123782890565
0.0026657397466261904;-5.870385832653715;5.4860923985567;-7984.325461716959;-7978.839369318402
0.0027631844642486184;-5.869620965405853;5.686633627423657;-7984.2231247445325;-7978.536491117109
0.0028605412577967595;-5.8687068495832095;5.8869939085457315;-7984.033069991177;-7978.146076082631
0.0029578610819754325;-5.867772468754798;6.0872781067054405;-7983.87823751466;-7977.790959407955
0.0030551499974385827;-5.866490685800515;6.287498694728603;-7983.422297874613;-7977.134799179884
0.003152534528181146;-5.865370916547393;6.4879160589968;-7983.105878247683;-7976.617962188686
0.0032498909448823404;-5.864288495166254;6.688275564567856;-7982.944702860365;-7976.256427295798
0.0033469653875454575;-5.863081986765778;6.888054767568551;-7982.711134748493;-7975.823079980924
0.003443956023147751;-5.861906225636587;7.087661495638072;-7982.498888350502;-7975.411226854864
0.0035408658724124025;-5.860594681491034;7.287101965424725;-7982.2557257210465;-7974.968623755622
0.00363770463632181;-5.85926918028816;7.486396141550286;-7982.018062073263;-7974.531665931712
0.0037344942214736893;-5.857926082018624;7.685589107792852;-7981.802092795326;-7974.116503687533
0.0038311714528598637;-5.855921693635921;7.884550849985599;-7981.032199638577;-7973.147648788592
0.003928099479828514;-5.854283884539707;8.08402872948708;-7980.669248393646;-7972.585219664159
0.004025076347776745;-5.852353021068476;8.28360712372454;-7980.0615346020495;-7971.777927478325
0.004121875440476183;-5.85063101497922;8.482819656499984;-7979.677257814139;-7971.194438157639
0.004218609083829962;-5.848536147537175;8.681897494522062;-7979.035814244503;-7970.353916749981
0.004315320596543001;-5.8464873530654735;8.880929787685496;-7978.462530826476;-7969.581601038791
0.004412101975664709;-5.844343523010654;9.080105865917972;-7977.872956674283;-7968.792850808365
0.00450882412798084;-5.841919296393092;9.279160055384569;-7977.021175445476;-7967.742015390091
0.004605648362363572;-5.8392725731526;9.47842432974423;-7976.061540957867;-7966.583116628122
0.004702645628396115;-5.836590134708714;9.678044703239204;-7975.107535702773;-7965.429490999534
0.004799677787303911;-5.834283843842852;9.877736886271448;-7974.531042813528;-7964.653305927257
0.004896514898940906;-5.832030987566667;10.077027662020384;-7974.074996105047;-7963.997968443026
0.004993143086870469;-5.829862931957739;10.275888472779426;-7973.759781719116;-7963.483893246337
0.00508969980039195;-5.827531752923208;10.474602189206633;-7973.322757119484;-7962.848154930277
0.005186298457434168;-5.825143858051122;10.673402225399517;-7972.843870283859;-7962.17046805846
0.005283002626474587;-5.82235318053864;10.872419405284699;-7972.093004991802;-7961.220585586518
0.005379914285000029;-5.819814977826296;11.07186359853006;-7971.620243399712;-7960.548379801182
0.005476929278836856;-5.817373143439752;11.27152045584625;-7971.228571714857;-7959.957051259011
0.005573891345318142;-5.814761158341899;11.471068388664737;-7970.74132055902;-7959.270252170355
0.005670979158556178;-5.811850903395553;11.670875108308614;-7970.053070736307;-7958.382195627998
0.005768333049513037;-5.809024760711076;11.871229415897831;-7969.438285717339;-7957.567056301441
0.005865903722832306;-5.806159957439201;12.072029861588884;-7968.872197394149;-7956.80016753256
