radius;rdf
0.01;0.0
0.02;0.0
0.03;0.0
0.04;0.0
0.05;0.0
0.06;0.0
0.07;0.0
0.08;0.0
0.09;0.0
0.1;0.0
0.11;0.0
0.12;0.0
0.13;0.0
0.14;0.0
0.15;0.0
0.16;0.0
0.17;0.0
0.18;0.0
0.19;0.0
0.2;0.0
0.21;0.0
0.22;0.0
0.23;0.0
0.24;0.0
0.25;0.0
0.26;0.0
0.27;0.0
0.28;0.0
0.29;0.0
0.3;0.0
0.31;0.0
0.32;0.0
0.33;0.0
0.34;0.0
0.35000000000000003;0.0
0.36;0.0
0.37;0.0
0.38;0.0
0.39;0.0
0.4;0.0
0.41000000000000003;0.0
0.42;0.0
0.43;0.0
0.44;0.0
0.45;0.0
0.46;0.0
0.47000000000000003;0.0
0.48;0.0
0.49;0.0
0.5;0.0
0.51;0.0
0.52;0.0
0.53;0.0
0.54;0.0
0.55;0.0
0.56;0.0
0.5700000000000001;0.0
0.58;0.0
0.59;0.0
0.6;0.0
0.61;0.0
0.62;0.0
0.63;0.0
0.64;0.0
0.65;0.0
0.66;0.0
0.67;0.0
0.68;0.0
0.6900000000000001;0.0
0.7000000000000001;0.0
0.71;0.0
0.72;0.0
0.73;0.0
0.74;0.0
0.75;0.0
0.76;0.0
0.77;0.0
0.78;0.0
0.79;0.0
0.8;0.0
0.81;0.0
0.8200000000000001;0.0
0.8300000000000001;0.0
0.84;0.0
0.85;0.0
0.86;0.0
0.87;0.0
0.88;0.0
0.89;0.0
0.9;0.0
0.91;0.0
0.92;0.0
0.93;0.0
0.9400000000000001;6.449646e-05
0.9500000000000001;0.00031572883
0.96;0.0017314453
0.97;0.008413616
0.98;0.028913945
0.99;0.09446637
1.0;0.24651861
1.01;0.5458681
1.02;1.0442058
1.03;1.7708585
1.04;2.7115114
1.05;3.778133
1.06;4.855073
1.07;5.8393803
1.08;6.5889864
1.09;7.042197
1.1;7.211336
1.11;7.0960484
1.12;6.736271
1.1300000000000001;6.2100477
1.1400000000000001;5.5715327
1.1500000000000001;4.89085
1.16;4.1776433
1.17;3.5232778
1.18;2.9189875
1.19;2.3962553
1.2;1.9490005
1.21;1.5760428
1.22;1.2663395
1.23;1.010262
1.24;0.8016859
1.25;0.6471615
1.26;0.51669717
1.27;0.4187807
1.28;0.33932382
1.29;0.2785765
1.3;0.23162898
1.31;0.19543545
1.32;0.16727702
1.33;0.14573757
1.34;0.13207172
1.35;0.117955044
1.36;0.11344576
1.37;0.11259015
1.3800000000000001;0.116269015
1.3900000000000001;0.12277314
1.4000000000000001;0.13477054
1.41;0.15122154
1.42;0.17403208
1.43;0.206663
1.44;0.24374625
1.45;0.29450017
1.46;0.3495333
1.47;0.41677508
1.48;0.49073002
1.49;0.5720154
1.5;0.6615741
1.51;0.75631505
1.52;0.85015893
1.53;0.9276101
1.54;1.0065128
1.55;1.0723155
1.56;1.1274859
1.57;1.1495749
1.58;1.1563318
1.59;1.143672
1.6;1.1117842
1.61;1.0590062
1.62;0.9942194
1.6300000000000001;0.9168588
1.6400000000000001;0.8379472
1.6500000000000001;0.760768
1.6600000000000001;0.6820001
1.67;0.61204046
1.68;0.54343754
1.69;0.483464
1.7;0.43356693
1.71;0.3963849
1.72;0.37097472
1.73;0.35817793
1.74;0.35811156
1.75;0.37107974
1.76;0.39483806
1.77;0.434818
1.78;0.4874965
1.79;0.56075907
1.8;0.65181
1.81;0.7618695
1.82;0.89797306
1.83;1.0593759
1.84;1.2502831
1.85;1.4587951
1.86;1.6876011
1.87;1.9184017
1.8800000000000001;2.1435416
1.8900000000000001;2.3584678
1.9000000000000001;2.5323305
1.9100000000000001;2.6738322
1.92;2.757504
1.93;2.7911513
1.94;2.7737994
1.95;2.6869266
1.96;2.5670025
1.97;2.4168725
1.98;2.2419844
1.99;2.053675
2.0;1.881025
2.0100000000000002;1.7147247
2.02;1.5694294
2.0300000000000002;1.4487648
2.04;1.363323
2.05;1.305322
2.06;1.2832313
2.07;1.2825388
2.08;1.2964956
2.09;1.3253499
