msd;diffusion
0.00017258809358396972;0.005752936452798991
0.0006882832481154068;0.011471387468590114
0.0015410281726137799;0.01712253525126422
0.0027208150475992576;0.022673458729993812
0.0042150353049208176;0.02810023536613878
0.006010814203819437;0.03339341224344131
0.008095300877651836;0.038549051798342074
0.01045367510850724;0.04355697961878017
0.013068787709530526;0.048402917442705654
0.015922572416407894;0.05307524138802631
0.01899738294211716;0.05756782709732473
0.02227650102178233;0.06187916950495092
0.025743882148140065;0.06600995422600017
0.029383932427757206;0.0699617438756124
0.03318144826461593;0.07373655169914652
0.037121388800209314;0.07733622666710274
0.041188610239026015;0.08076198086083532
0.04536799621005205;0.08401480779639268
0.04964507369182392;0.08709662051197178
0.054006397701057085;0.09001066283509515
0.05844005294417196;0.09276198880027296
0.06293639033840603;0.09535816717940308
0.06748791947289215;0.09780857894622051
0.07208933879947498;0.10012408166593746
0.07673765395334778;0.10231687193779704
0.08143168011642356;0.10439958989285071
0.08617143782010672;0.10638449113593422
0.09095677914937535;0.10828187993973255
0.09578742326232675;0.11010048650842154
0.10066172246884467;0.11184635829871631
0.10557803991042841;0.11352477409723484
0.11053405411611356;0.11513963970428497
0.11552707399889009;0.11669401414029301
0.12055216516092077;0.118188397216589
0.12560315461013682;0.1196220520096541
0.130673298859532;0.12099379524030741
0.13575803604126832;0.12230453697411559
0.14085374728793565;0.12355591867362775
0.1459580592029728;0.1247504779512588
0.15106977393915824;0.12589147828263186
0.1561896047829856;0.12698341852275252
0.1613187310424768;0.1280307389226006
0.16645929522854455;0.12903821335546087
0.1716130935399598;0.13000991934845438
0.17678257491006857;0.13095005548893968
0.18196971696773304;0.13186211374473408
0.1871768245440897;0.13274952095325512
0.19240578938154457;0.13361513151496152
0.1976589693107873;0.13446188388488933
0.20293814270801944;0.13529209513867962
0.20824586162794836;0.1361084062927767
0.21358402718429642;0.13691283793865153
0.2189538119151917;0.13770679994666143
0.2243541203511234;0.13849019774760704
0.22978185189133615;0.13926172841899162
0.23523041039800233;0.14001810142738233
0.24069156802455702;0.14075530293833743
0.24615732214839287;0.14146972537263955
0.25162371381881704;0.14216029029311697
0.2570902928348934;0.14282794046382966
0.26255984357974527;0.14347532436051652
0.2680356044667443;0.144105163691798
0.27352055776116085;0.14471987183130205
0.27901489635928506;0.14532025852046096
0.28451786008090274;0.14590659491328345
0.2900278799551719;0.1464787272500868
0.2955432335107591;0.14703643458246723
0.3010611877280023;0.14757901359215797
0.3065785356398738;0.14810557277288589
0.3120902405426976;0.1486144002584274
0.3175921364765575;0.14910428942561382
0.323082041606722;0.1495750192623713
0.32856087400068495;0.15002779634734473
0.3340299419602668;0.15046393781994
0.33949009441756145;0.15088448640780508
0.3449398182481235;0.1512893939684752
0.35037688869371325;0.15167830679381528
0.35579986341660574;0.15205122368231014
0.36120953964308433;0.1524090884569976
0.36660683883829687;0.15275284951595702
0.37199400836541907;0.15308395405984324
0.37737228665068473;0.15340336855718892
0.3827418280625386;0.15371157753515607
0.3881008577216636;0.15400827687367602
0.39344778877982706;0.15429325050189296
0.39878104324260183;0.15456629583046583
0.40410035953910534;0.15482772396134303
0.4094053094320604;0.1550777687242653
0.41469614774838087;0.1553169092690565
0.41997434189436345;0.15554605255346796
0.42524509423691803;0.15576743378641686
0.4305156494846835;0.1559839309727114
0.4357942794721378;0.15619866647746874
0.44108828356638213;0.15641428495261778
0.44640420261418445;0.15663305354883666
0.45174532950250895;0.15685601718837117
0.45711175518564723;0.15708307738338392
0.46250061016768373;0.1573131327100965
0.4679089781323548;0.15754511048227435
0.47333444854584167;0.15777814951528055
0.4787765787726131;0.15801207220218255
0.4842354313669939;0.15824687299574963
0.48971210028696066;0.15848288035176722
0.49520815071889346;0.15872056112785046
0.5007267728466308;0.15896088026877167
0.5062701711664217;0.15920445634164201
0.5118389721140821;0.15945139318195703
0.517433682101232;0.15970175373494813
0.523057330363693;0.15995637014180214
0.5287121110669512;0.16021579123240942
0.5343980697317322;0.16047990082034
0.5401105166349652;0.16074717756993012
0.5458404739215277;0.16101488906239755
0.551575858098083;0.16127949067195407
0.5573059770045241;0.16153796434913742
0.563021825251659;0.16178788081944223
0.5687171558441133;0.16202767972766763
0.5743880086852522;0.1622564996286023
0.5800341079505017;0.16247454004215733
0.5856565174243461;0.16268236595120725
0.5912568827173313;0.1628806839441684
0.5968361096589665;0.1630699753166575
0.602395167678737;0.16325072294816723
0.6079330435115555;0.1634228611590203
0.6134478405552574;0.1635860908147353
0.618937142064871;0.1637399846732463
0.6244013305855509;0.16388486367074828
0.6298438573811629;0.16402183785967783
0.6352712861700043;0.1641527871240321
0.6406905417609385;0.16427962609254831
0.6461089676846441;0.16440431747700868
0.6515326206214705;0.1645284395508764
0.6569661438068619;0.16465316887390022
0.662411151919263;0.16477889351225447
0.6678663292784686;0.16490526648851073
0.6733265457749794;0.16503101612131849
0.6787864671988554;0.1651548581992349
0.6842394687472038;0.16527523399690913
0.6896786493300384;0.16539056338849842
0.6951018946055255;0.1655004510965537
0.7005125612374511;0.16560580643911374
0.7059146659625755;0.16570766806633228
0.7113128701485618;0.1658071958388256
0.7167117580942218;0.16590549955884765
0.7221172822472042;0.16600397293039174
0.7275350352250705;0.16610388932079234
0.7329700839876244;0.166206368251162
0.73842710327014;0.16631241064642796
0.7439127983925503;0.16642344483054816
0.7494342245822404;0.16654093879605342
0.7549973070447977;0.1666660721953196
0.760603879876049;0.16679909646404587
0.7662533537288262;0.16693972848122576
0.7719441617381076;0.16708748089569428
0.7776757920797313;0.16724210582359814
0.7834474109513341;0.16740329293831924
0.7892581970876104;0.16757074248144593
0.7951052903217601;0.16774373213539245
0.8009839852822548;0.1679211709187117
0.8068867942297926;0.1681014154645401
0.8128044517578189;0.16828249518795424
0.8187266303085527;0.16846226961081331
