msd;diffusion
1.5028630713114396e-12;5.0095435710381316e-11
3.0505473815996394e-12;5.0842456359993983e-11
5.895763363503881e-12;6.550848181670978e-11
9.995710586899052e-12;8.329758822415876e-11
1.5307986781888087e-11;1.0205324521258726e-10
2.1811133718234384e-11;1.2117296510130213e-10
2.945721163587057e-11;1.4027243636128843e-10
3.8176540376143533e-11;1.590689182339314e-10
4.7936225181320074e-11;1.7754157474562992e-10
5.868155303133091e-11;1.9560517677110303e-10
7.043738068255875e-11;2.1344660812896591e-10
8.3153114126023e-11;2.3098087257228612e-10
9.679937333514604e-11;2.4820352137216933e-10
1.1137436814328509e-10;2.651770670078216e-10
1.2687385614163863e-10;2.819419025369747e-10
1.4332242720184568e-10;2.9858839000384516e-10
1.605478591185259e-10;3.1479972376181547e-10
1.7860273653184724e-10;3.307458083923097e-10
1.974931330007015e-10;3.4647918070298507e-10
2.1725686460221507e-10;3.620947743370251e-10
2.3782045697251807e-10;3.774927888452668e-10
2.5915063253681166e-10;3.926524735406237e-10
2.813529793470872e-10;4.077579410827351e-10
3.043183844467102e-10;4.22664422842653e-10
3.2811037880493407e-10;4.3748050507324545e-10
3.527577809812218e-10;4.5225356536054076e-10
3.781810620173874e-10;4.668902000214659e-10
4.0431885376637977e-10;4.813319687694997e-10
4.3114310945997593e-10;4.95566792482731e-10
4.5873851929324105e-10;5.097094658813789e-10
4.871431697750784e-10;5.238098599732026e-10
5.161511093583033e-10;5.376574055815659e-10
5.458041502042174e-10;5.513173234386035e-10
5.763596092780081e-10;5.650584404686353e-10
6.078772836050528e-10;5.789307462905264e-10
6.398259434748728e-10;5.924314291434007e-10
6.723559662331459e-10;6.057260957055368e-10
7.056228661888822e-10;6.189674264814756e-10
7.397002307146561e-10;6.322224194142359e-10
7.744486148839389e-10;6.453738457366157e-10
8.100501224950913e-10;6.585773353618628e-10
8.462071675015903e-10;6.715929900806272e-10
8.829365737919765e-10;6.844469564278888e-10
9.206940365720712e-10;6.97495482251569e-10
9.5939387171369e-10;7.106621271953258e-10
9.984059724605163e-10;7.234825887395045e-10
1.0382445995208103e-09;7.363436876034115e-10
1.078878697779292e-09;7.492213179022862e-10
1.1201311455219712e-09;7.619939765455586e-10
1.1625591365746187e-09;7.750394243830792e-10
1.205436712504751e-09;7.878671323560465e-10
1.2490717335719472e-09;8.006870086999661e-10
1.2935583432681942e-09;8.135587064579837e-10
1.3386733956290516e-09;8.263416022401553e-10
1.384267798772802e-09;8.389501810744254e-10
1.4309324115147798e-09;8.517454830445118e-10
1.4785030032952451e-09;8.646216393539445e-10
1.5265896708379162e-09;8.773503855390323e-10
1.575251301327908e-09;8.899724866259366e-10
1.625043717322971e-09;9.028020651794282e-10
1.675562946025774e-09;9.156081672271989e-10
1.726409265886547e-09;9.281770246701865e-10
1.7777831002107516e-09;9.406259789474877e-10
1.830464048640849e-09;9.533666920004421e-10
1.8839681763252694e-09;9.661375263206509e-10
1.9375196950074067e-09;9.785453005087914e-10
1.992088575132415e-09;9.910888433494602e-10
2.0477433897688475e-09;1.0037957792984547e-09
2.1039921721494928e-09;1.0164213392026534e-09
2.1607416879875564e-09;1.028924613327408e-09
2.218324406302034e-09;1.0414668574187953e-09
2.276889209919527e-09;1.0541153749627438e-09
2.3363708893864197e-09;1.0668360225508766e-09
2.3961743858307677e-09;1.0793578314553008e-09
2.457057891822512e-09;1.0920257296988943e-09
2.518475054892089e-09;1.1045943223210916e-09
2.5807949350426626e-09;1.1172272446072132e-09
2.6440183020635526e-09;1.1299223513092105e-09
2.7078782158898106e-09;1.1425646480547724e-09
2.7721785657035506e-09;1.1550744023764793e-09
2.837447538315034e-09;1.167673884080261e-09
2.9035418277757628e-09;1.1803015560064076e-09
2.9701832052531254e-09;1.192844660744227e-09
3.0376483018418897e-09;1.2054159927944005e-09
3.105973253515616e-09;1.218028726868869e-09
3.1747657916516355e-09;1.230529376609161e-09
