radius;rdf
0.005;585564607.3809023
0.015;0.0
0.025;0.0
0.035;0.0
0.045;0.0
0.055;0.0
0.065;0.0
0.075;0.0
0.085;0.0
0.095;0.0
0.105;0.0
0.115;0.0
0.125;0.0
0.135;0.0
0.145;0.0
0.155;0.0
0.165;0.0
0.17500000000000002;0.0
0.185;0.0
0.195;0.0
0.20500000000000002;0.0
0.215;0.0
0.225;0.0
0.23500000000000001;0.0
0.245;0.0
0.255;0.0
0.265;0.0
0.275;0.0
0.28500000000000003;0.0
0.295;0.0
0.305;0.0
0.315;0.0
0.325;0.0
0.335;0.0
0.34500000000000003;0.0
0.355;0.0
0.365;0.0
0.375;0.0
0.385;0.0
0.395;0.0
0.405;0.0
0.41500000000000004;0.0
0.425;0.0
0.435;0.0
0.445;0.0
0.455;0.0
0.465;0.0
0.47500000000000003;0.0
0.485;0.0
0.495;0.0
0.505;0.0
0.515;0.0
0.525;0.0
0.535;0.0
0.545;0.0
0.555;0.0
0.5650000000000001;0.0
0.5750000000000001;0.0
0.585;0.0
0.595;0.0
0.605;0.0
0.615;0.0
0.625;0.0
0.635;0.0
0.645;0.0
0.655;0.0
0.665;0.0
0.675;0.0
0.685;0.0
0.6950000000000001;0.0
0.705;0.0
0.715;0.0
0.725;0.0
0.735;0.0
0.745;0.0
0.755;0.0
0.765;0.0
0.775;0.0
0.785;0.0
0.795;0.0
0.805;0.0
0.8150000000000001;0.0
0.8250000000000001;0.0
0.835;0.0
0.845;0.0
0.855;8.504483382274424e-05
0.865;0.00047776661159452255
0.875;0.0019488360378599463
0.885;0.0067470285931221854
0.895;0.019034571814865685
0.905;0.04488013572878367
0.915;0.09620007165391509
0.925;0.1742936996629307
0.935;0.29075081895357857
0.9450000000000001;0.454565504586994
0.9550000000000001;0.6462731570537106
0.965;0.8571665108008891
0.975;1.0718728338841206
0.985;1.3037432767220127
0.995;1.5213029860926242
1.0050000000000001;1.7320967065349295
1.0150000000000001;1.904110641832773
1.025;2.048995626476621
1.035;2.166740484801493
1.045;2.219007551062165
1.055;2.2818019095788413
1.065;2.296568617591233
1.075;2.2859693894878337
1.085;2.284993671878102
1.095;2.2413103705229944
1.105;2.1903112081573193
1.115;2.1474612744609978
1.125;2.0806561495504257
1.135;2.0128694923865957
1.145;1.9544022760666078
1.155;1.9026475574803148
1.165;1.8205156894043752
1.175;1.7652311351701508
1.185;1.7016172375803613
1.195;1.6343257524787715
1.205;1.568028890521141
1.215;1.5183610065273228
1.225;1.4603530762656156
1.235;1.4161844372636772
1.245;1.3524342163119405
1.2550000000000001;1.3027643706241903
1.2650000000000001;1.272098965183044
1.2750000000000001;1.2313703521897432
1.285;1.1941696056255693
1.295;1.1503762307463161
1.305;1.1213324906733002
1.315;1.0897012090956102
1.325;1.0590262833984991
1.335;1.0334266545840631
1.345;1.0105647981752788
1.355;0.9818291513674298
1.365;0.949861705203
1.375;0.9335308818536336
1.385;0.9145244175034428
1.395;0.8918039329390721
1.405;0.8720131324847411
