radius;rdf
0.01;0.0
0.02;0.0
0.03;0.0
0.04;0.0
0.05;0.0
0.06;0.0
0.07;0.0
0.08;0.0
0.09;0.0
0.1;0.0
0.11;0.0
0.12;0.0
0.13;0.0
0.14;0.0
0.15;0.0
0.16;0.0
0.17;0.0
0.18;0.0
0.19;0.0
0.2;0.0
0.21;0.0
0.22;0.0
0.23;0.0
0.24;0.0
0.25;0.0
0.26;0.0
0.27;0.0
0.28;0.0
0.29;0.0
0.3;0.0
0.31;0.0
0.32;0.0
0.33;0.0
0.34;0.0
0.35000000000000003;0.0
0.36;0.0
0.37;0.0
0.38;0.0
0.39;0.0
0.4;0.0
0.41000000000000003;0.0
0.42;0.0
0.43;0.0
0.44;0.0
0.45;0.0
0.46;0.0
0.47000000000000003;0.0
0.48;0.0
0.49;0.0
0.5;0.0
0.51;0.0
0.52;0.0
0.53;0.0
0.54;0.0
0.55;0.0
0.56;0.0
0.5700000000000001;0.0
0.58;0.0
0.59;0.0
0.6;0.0
0.61;0.0
0.62;0.0
0.63;0.0
0.64;0.0
0.65;0.0
0.66;0.0
0.67;0.0
0.68;0.0
0.6900000000000001;0.0
0.7000000000000001;0.0
0.71;0.0
0.72;0.0
0.73;0.0
0.74;0.0
0.75;0.0
0.76;0.0
0.77;0.0
0.78;0.0
0.79;0.0
0.8;0.0
0.81;0.0
0.8200000000000001;0.0
0.8300000000000001;0.0
0.84;0.0
0.85;0.0
0.86;0.0
0.87;0.0
0.88;0.0
0.89;0.0
0.9;0.0
0.91;0.00011261303
0.92;0.00020199343
0.93;0.0020665773
0.9400000000000001;0.00807381
0.9500000000000001;0.023851786
0.96;0.06484496
0.97;0.14011176
0.98;0.27652463
0.99;0.4775335
1.0;0.7276986
1.01;1.0457381
1.02;1.4027518
1.03;1.764472
1.04;2.118438
1.05;2.4157164
1.06;2.6893468
1.07;2.8648853
1.08;2.9921124
1.09;3.0725117
1.1;3.102126
1.11;3.074157
1.12;3.0155928
1.1300000000000001;2.9197135
1.1400000000000001;2.818391
1.1500000000000001;2.7144873
1.16;2.5723863
1.17;2.465454
1.18;2.3331122
1.19;2.216358
1.2;2.067808
1.21;1.9494796
1.22;1.8326833
1.23;1.7241577
1.24;1.6164532
1.25;1.5374168
1.26;1.4588828
1.27;1.3678228
1.28;1.2929734
1.29;1.2282474
1.3;1.1665401
1.31;1.1210755
1.32;1.064906
1.33;1.0205733
1.34;0.9703222
1.35;0.9381339
1.36;0.9011121
1.37;0.86228514
1.3800000000000001;0.8246883
1.3900000000000001;0.79132944
1.4000000000000001;0.77606887
1.41;0.75718844
1.42;0.72695255
1.43;0.7149126
1.44;0.6919087
1.45;0.670526
1.46;0.66848886
1.47;0.6542242
1.48;0.64865637
1.49;0.6447389
1.5;0.6304445
1.51;0.6214534
1.52;0.61536187
1.53;0.60631555
1.54;0.6030822
1.55;0.5980472
1.56;0.59329766
1.57;0.5970066
1.58;0.5999839
1.59;0.59884757
1.6;0.6034367
1.61;0.6094188
1.62;0.60805964
1.6300000000000001;0.61609995
1.6400000000000001;0.61474156
1.6500000000000001;0.622087
1.6600000000000001;0.63577724
1.67;0.653493
1.68;0.659404
1.69;0.67239547
1.7;0.6859498
1.71;0.6944979
1.72;0.7096303
1.73;0.73267674
1.74;0.7537198
1.75;0.76530355
1.76;0.78064185
1.77;0.80074316
1.78;0.82397527
1.79;0.843114
1.8;0.8600123
1.81;0.87738305
1.82;0.89868057
1.83;0.9224631
1.84;0.94786245
1.85;0.9649729
1.86;0.9853231
1.87;1.007534
1.8800000000000001;1.0299486
1.8900000000000001;1.04903
1.9000000000000001;1.0767801
1.9100000000000001;1.0998738
1.92;1.1181486
1.93;1.1344924
1.94;1.1556593
1.95;1.1598428
1.96;1.1689093
1.97;1.1794044
1.98;1.1866624
1.99;1.1973957
2.0;1.2113992
2.0100000000000002;1.216069
2.02;1.2244517
2.0300000000000002;1.2306539
2.04;1.2407807
2.05;1.2531877
2.06;1.2643857
2.07;1.2642659
2.08;1.2628797
