temperature;pressure;system_kinetic_energy;potential_energy;total_energy;virial;msd;diffusion
1.0;-2.1897721;2057.2207;-7984.3115;-5927.091;-16190.591;7.499999e-05;0.0024999997
0.99962133;-2.1774209;2055.6785;-7977.0225;-5921.3438;-16119.391;0.0002998863;0.004998105
0.9992505;-2.1544623;2054.0503;-7961.4385;-5907.388;-15989.523;0.0006744071;0.007493412
0.9988301;-2.1254141;2052.0251;-7946.1465;-5894.121;-15825.278;0.0011982825;0.009985687
0.9982667;-2.0893219;2049.351;-7929.9375;-5880.5864;-15620.888;0.0018711133;0.012474089
0.99753034;-2.0457525;2045.8688;-7912.794;-5866.9253;-15373.646;0.0026923292;0.014957385
0.99657494;-1.9929099;2041.3809;-7892.4536;-5851.0728;-15073.255;0.0036611438;0.017434018
0.99535173;-1.9293568;2035.6719;-7867.45;-5831.7783;-14711.3545;0.0047764843;0.019902019
0.99380684;-1.8533646;2028.5316;-7835.9717;-5807.44;-14277.993;0.0060369098;0.022358926
0.9918972;-1.7629576;2019.8276;-7795.8906;-5776.063;-13762.008;0.0074405065;0.024801688
0.989611;-1.6569543;2009.6249;-7746.2744;-5736.6494;-13157.016;0.008984789;0.027226632
0.9870075;-1.5343504;1998.3275;-7686.249;-5687.9214;-12458.286;0.010666604;0.029629456
0.98424214;-1.3947961;1986.7539;-7615.0645;-5628.3105;-11665.525;0.012482082;0.032005336
0.9815682;-1.2397033;1975.9818;-7533.8857;-5557.904;-10788.676;0.014426621;0.034349095
0.9792503;-1.0713878;1967.0018;-7444.0254;-5477.0234;-9842.49;0.016494863;0.03665525
0.9774908;-0.89352787;1960.5536;-7348.374;-5387.8203;-8848.731;0.018680539;0.03891779
0.97644293;-0.7103596;1957.2781;-7249.6875;-5292.409;-7832.045;0.0209763;0.04113
0.97626585;-0.5274465;1957.7936;-7152.156;-5194.3623;-6824.3477;0.023373617;0.043284476
0.9770866;-0.34966582;1962.4115;-7058.7583;-5096.3467;-5853.159;0.02586278;0.0453733
0.9788931;-0.18305422;1970.8186;-6973.8545;-5003.036;-4951.144;0.028432857;0.047388095
0.9814959;-0.03158658;1982.031;-6899.55;-4917.5186;-4138.2554;0.031071804;0.049320325
0.9845711;0.1013746;1994.665;-6837.935;-4843.27;-3430.2698;0.0337668;0.05116182
0.9877586;0.21504551;2007.3574;-6788.546;-4781.1885;-2828.7825;0.03650484;0.05290556
0.9907707;0.3094979;2019.115;-6750.8877;-4731.7725;-2331.4119;0.03927354;0.054546583
0.9934419;0.38667953;2029.4395;-6722.6367;-4693.1973;-1926.4198;0.042061847;0.056082465
0.9957254;0.44800824;2038.2533;-6702.8477;-4664.594;-1605.8322;0.0448605;0.05751346
0.9976489;0.49529487;2045.6643;-6690.5654;-4644.9014;-1359.8779;0.047662184;0.058842205
0.99924266;0.5304622;2051.751;-6684.3765;-4632.6255;-1178.1108;0.05046145;0.060073152
1.0005149;0.5554947;2056.5137;-6683.1084;-4626.5947;-1049.5868;0.053254493;0.06121206
1.0014615;0.5725822;2059.9333;-6685.4346;-4625.501;-962.1922;0.056038916;0.06226546
1.0020787;0.58379173;2061.9497;-6690.033;-4628.0835;-904.40656;0.058813524;0.06324035
1.0023321;0.59200555;2062.342;-6694.509;-4632.167;-859.89386;0.061578132;0.06414389
1.0021567;0.59946966;2060.9597;-6697.462;-4636.502;-815.9659;0.06433329;0.06498312
1.0015727;0.60860544;2058.114;-6697.4697;-4639.3555;-759.8925;0.06708005;0.065764755
1.0007441;0.6205201;2054.651;-6694.252;-4639.601;-687.2595;0.06981978;0.06649503
0.99992883;0.6356676;2051.6362;-6687.6074;-4635.971;-597.6948;0.17408337;0.1611883
0.9993734;0.6523327;2049.9055;-6679.8257;-4629.92;-502.3287;0.17659467;0.1590943
0.99920565;0.6694965;2049.7612;-6671.468;-4621.7065;-407.3853;0.17910883;0.157113
0.9994052;0.6853866;2050.8596;-6663.8906;-4613.0312;-321.95145;0.18162628;0.15523614
0.9997961;0.69887036;2052.3848;-6658.4897;-4606.105;-250.64151;0.1841466;0.1534555
1.0001559;0.7106171;2053.5625;-6653.7686;-4600.206;-188.21599;0.18666889;0.15176332
1.0003533;0.7212317;2054.0479;-6649.5435;-4595.4956;-130.64935;0.18919173;0.15015216
1.0003765;0.73180914;2053.9048;-6644.686;-4590.7812;-72.030945;0.19171365;0.14861523
1.0002805;0.7424247;2053.4048;-6639.584;-4586.179;-12.4879465;0.19423328;0.14714643
1.0001438;0.753452;2052.8357;-6634.1064;-4581.2705;49.463318;0.1967494;0.1457403
1.000027;0.7647339;2052.4124;-6628.323;-4575.911;112.5276;0.19926104;0.14439206
0.9999697;0.7761535;2052.2505;-6622.206;-4569.9556;175.82791;0.20176734;0.14309742
0.9999829;0.7875225;2052.338;-6616.2163;-4563.8784;238.35092;0.20426773;0.14185259
1.0000472;0.79825866;2052.6045;-6610.6445;-4558.04;297.02542;0.20676157;0.14065413
1.000144;0.80821675;2052.9622;-6605.6743;-4552.712;351.22675;0.3107234;0.20714892
1.0002531;0.81772393;2053.3572;-6600.649;-4547.292;402.86716;0.31307945;0.2046271
1.0003712;0.8263287;2053.823;-6596.396;-4542.573;449.389;0.51840514;0.33231097
1.0005232;0.83395916;2054.4954;-6592.626;-4538.131;490.12454;0.7235256;0.45504755
