msd;diffusion
0.00018731258562257823;0.006243752854085941
0.0007471924643901455;0.012453207739835758
0.0016744278543290028;0.01860475393698892
0.002960817449456091;0.024673478745467423
0.004594789727454819;0.03063193151636546
0.0065619372445753325;0.036455206914307405
0.008845690589357075;0.042122336139795595
0.011427622015191667;0.04761509172996528
0.014287876269819545;0.0529180602585909
0.01740578199442509;0.0580192733147503
0.020760489295142296;0.06291057362164332
0.024331762328925654;0.06758822869146015
0.028100532583442375;0.07205264764985224
0.03204875448860309;0.07630655830619783
0.03615944468299659;0.0803543215177702
0.04041794719939742;0.0842040566654113
0.04481285797798314;0.08786834897643754
0.04933557512266353;0.09136217615308061
0.05397902036893464;0.09470003573497304
0.05873708755133617;0.09789514591889362
0.06360443323589354;0.10095941783475164
0.06857586138478072;0.10390282027997079
0.07364522358323915;0.10673220809165093
0.0788040407494341;0.10945005659643625
0.08404052505429234;0.11205403340572312
0.08934004064807875;0.11453851365138301
0.09468585797533527;0.11689612095720402
0.10006066599560491;0.11911984047095822
0.1054493895713229;0.12120619490956654
0.11084023092733108;0.12315581214147898
0.11622377380998859;0.12497179979568666
0.12159448538061048;0.12666092227146925
0.12695198707641042;0.12823433038021254
0.13230047192431874;0.12970634502384187
0.13764682383017685;0.131092213171597
0.14299860896067657;0.13240611940803385
0.14836307193173884;0.1336604251637287
0.15374693033294065;0.13486572836222865
0.1591554598002823;0.13603030752160883
0.16459203030045386;0.13716002525037824
0.170059604140227;0.1382598407644122
0.1755615457263678;0.1393345601002919
0.18110006304598086;0.14038764577207818
0.18667536318489755;0.14142072968552843
0.19228677477700717;0.1424346479829683
0.19793325415419896;0.1434298943146369
0.20361215779715539;0.1444057856717414
0.20931856219848075;0.14536011263783385
0.215045365669181;0.1462893644008034
0.22078251063098214;0.14718834042065476
0.22651894362322494;0.14805159713936272
0.23224557793006737;0.1488753704679919
0.23795610079982357;0.14965792503133557
0.24364780395000185;0.1503998789814826
0.24932200357803871;0.15110424459275074
0.25498249381211346;0.1517752939357818
0.26063551270553176;0.1524184284827671
0.26628705040760564;0.15303853471701473
0.2719418817946998;0.1536394812399434
0.27760192262984545;0.15422329034991414
0.28326765437421136;0.1547910679640499
0.28893964266989386;0.15534389390854508
0.2946212663163694;0.15588426789225893
0.30031763020114055;0.15641543239642736
0.3060355534930561;0.1569413094836185
0.3117807971390143;0.15746504906010822
0.3175571066367192;0.1579886102670245
0.323364883414107;0.15851219775201322
0.3292036111988307;0.1590355609656187
0.33507165114136633;0.15955792911493635
0.34096763779715195;0.16007870319115114
0.3468903617375672;0.16059738969331816
0.35284031329849774;0.16111429830981633
0.3588181229092518;0.16162978509425754
0.3648249434728885;0.1621444193212838
0.3708619834913547;0.16265876468919066
0.3769322056792376;0.16317411501265694
0.3830391186976577;0.16369193106737506
0.38918646799190193;0.16421369957464219
0.39537512914535927;0.16473963714389966
0.4016023578333004;0.16526846001370388
0.4078611017561798;0.16579719583584546
0.41414284389144806;0.16632242726564178
0.42043795068665757;0.1668404566216895
0.4267371292364232;0.16734789381820517
0.4330299457601418;0.16784106424811698
0.43930647255836863;0.16831665615263167
0.4455560548225484;0.16877123288732895
0.4517684617384223;0.1692016710630795
0.45793507759977753;0.1696055842962139
0.464050182637645;0.16998175188192124
0.47010873275640114;0.17032925099869606
0.47610875710688694;0.17064830003831072
0.48205176537220984;0.17094034233057087
0.48794402441268536;0.1712084296184861
0.4937954560905419;0.1714567555869937
0.4996191874595723;0.17169044242596987
0.5054280270561017;0.17191429491704138
0.5112320098993093;0.1721319898650873
0.517036550216619;0.172345516738873
0.5228460057426905;0.17255643753884176
0.5286652246698237;0.17276641329079204
0.5345013887549026;0.1729777957135607
0.5403627469789711;0.1731931881342856
0.5462594001022245;0.17341568257213474
0.5522019146818491;0.1736484008433488
0.5582007381579793;0.17389431095264152
0.5642621626906983;0.17415498848478345
0.5703874245210893;0.17443040505232088
0.576572374421087;0.17471890133972331
0.5828110837266227;0.17501834346144826
0.5890971953118267;0.17532654622375793
0.5954259043753901;0.1756418596977552
0.601791565131087;0.17596244594476226
0.6081869388184779;0.1762860692227472
0.6145998584370428;0.17660915472328817
0.621013214584402;0.17692684176193788
0.6274081834900287;0.1772339501384262
0.6337705772837133;0.17752677234837907
0.6400896938273867;0.17780269272982965
0.6463594453171377;0.17806045325540984
0.6525796593338155;0.17830045336989492
0.6587557510305851;0.17852459377522634
0.664895555903363;0.17873536449015134
0.6710107043135765;0.17893618781695372
